ID,Modelo,Loss,Macro_F1,Avg_Precision,Hamming_Loss,Micro_F1,Tempo_Treino,F1_homophobia,F1_obscene,F1_insult,F1_racism,F1_misogyny,F1_xenophobia
I009,BertAbaporu,PosWeight,0.5628044941387963,0.3632121769746704,0.0676984126984127,0.6837226548016314,1345.2918,0.6984126984126984,0.7123977344241661,0.6711711711711712,0.3333333333333333,0.4948453608247423,0.4666666666666667
I006,Bertimbau,PosWeight,0.5592804142272162,0.3616601247255842,0.06444444444444444,0.6823161189358372,1387.048,0.6666666666666666,0.7035040431266847,0.6861826697892272,0.3076923076923077,0.4731182795698925,0.5185185185185185
I004,Bertimbau,Default,0.543853940587964,0.3622204174508461,0.06468253968253969,0.661965989216093,1375.8142,0.6865671641791045,0.6586284853051997,0.6951631046119235,0.19047619047619047,0.49382716049382713,0.5384615384615384
I007,BertAbaporu,Default,0.49817491780837453,0.33472704252194196,0.06706349206349206,0.6715895841430237,1341.5532,0.6984126984126984,0.7059577194106342,0.6452380952380953,0.25,0.42857142857142855,0.2608695652173913
I005,Bertimbau,Focal,0.46819120786716234,0.3115689342451428,0.08055555555555556,0.6503616947984844,1393.7907,0.5079365079365079,0.696,0.7100840336134454,0.21052631578947367,0.4740740740740741,0.21052631578947367
I003,BERT,PosWeight,0.4507860713863876,0.2911570822266375,0.07801587301587301,0.6485520200214515,1431.6875,0.647887323943662,0.706031746031746,0.6176165803108808,0.0,0.41739130434782606,0.3157894736842105
I008,BertAbaporu,Focal,0.4153599192076731,0.26961213123291744,0.09388888888888888,0.606584635849684,1346.9415,0.45161290322580644,0.6848042468480424,0.6625,0.1,0.38271604938271603,0.21052631578947367
I001,BERT,Default,0.399571855295481,0.26501215380666276,0.07007936507936507,0.6586780054116738,1432.2582,0.5901639344262295,0.7093791281373845,0.6272321428571429,0.0,0.379746835443038,0.09090909090909091
I002,BERT,Focal,0.36032390513010437,0.23828088793118338,0.1411904761904762,0.5206143896523848,1446.0633,0.35,0.7102922490470139,0.6352261790182868,0.032407407407407406,0.36363636363636365,0.07038123167155426
